t,u,y
49.5,1.4642122689320398,27.424777883005092
50.0,3.134713034474483,27.36825401845731
50.5,3.3121046501749474,27.80522124099905
51.0,2.449510474275424,28.21908197162208
51.5,2.2373542295031776,29.194710540351743
52.0,3.1807103101547294,29.9939801557721
52.5,3.0996413285011952,31.37547269549779
53.0,2.620605797097559,32.82951729423032
53.5,1.8126734969428604,34.55577127324822
54.0,1.0653224193582875,36.24342179697237
54.5,1.4815847111890683,37.199849633496115
55.0,2.5024951102429203,38.547798070678304
55.5,1.7651289708276454,39.550349440013534
56.0,1.1719197389590663,40.302635664647546
56.5,1.5027562685638285,40.76175687611261
57.0,1.6344283247742917,41.263564037629614
57.5,1.7593435810650395,41.29709800416987
58.0,2.8385498156511586,41.37264637695973
58.5,2.974197275236284,41.392441871421646
59.0,2.5770333515799595,41.7444331256861
59.5,2.1814833806948273,41.69826992416761
60.0,2.3512762459355088,41.73193989699401
60.5,2.423966062857619,41.97560959375388
61.0,1.901085287381003,42.035593835922576
61.5,1.1481343156523207,42.080469816995134
62.0,1.057475792170956,41.629790120313565
62.5,0.9416295859903552,40.867247171168
63.0,1.4853260372534067,40.01213254940247
63.5,1.1754416404574108,38.50420196726677
64.0,0.6889631095294132,37.18878421730209
64.5,1.0318873221273237,35.52167289814439
65.0,1.5064202513888674,33.80432795664407
65.5,1.8039783799425095,31.88544378204592
66.0,2.7693828484993688,30.46292549984091
66.5,2.2195026128317332,28.974790194899157
67.0,1.8831941016706064,27.671351282585995
67.5,1.5613332369713246,26.728761170895897
68.0,1.5784283283664595,25.98660285267252
68.5,2.6393256314039952,25.278940599738913
69.0,2.5197055258448096,24.956991638250976
69.5,2.14236056169509,24.91147728657558
70.0,1.3025416643099623,24.635098172821248
70.5,1.734719564910438,24.544260140048937
71.0,2.4304758987309203,24.5969106285941
71.5,2.975682141729304,25.344707060731583
72.0,2.391091508214277,25.989440330970464
72.5,1.775449438093614,27.020776168890116
73.0,1.3239571177967453,28.01513836093734
73.5,1.5273798685479356,29.022558965499776
74.0,1.838068950190693,30.068117900192465
74.5,1.310856101397815,30.823700164139744
75.0,1.342525416933055,31.541545891175208
75.5,2.823807887816495,32.116792290425316
76.0,2.55364672148353,32.871901301742
76.5,1.5948709579555769,33.95951934854024
77.0,1.4895378634052563,34.86779631218522
77.5,1.384784975752224,35.793173845857275
78.0,1.8602830075638828,36.12811686014135
78.5,1.789947819025286,36.67987968149372
79.0,2.46722041399365,36.88209277777301
79.5,2.8555417846854856,37.24269924708656
80.0,2.26457371209135,37.8305323773297
80.5,1.8638495686697836,38.42356391166539
81.0,2.3442168633002347,39.26473657947726
81.5,1.1283617476692782,39.31637623480117
82.0,0.9775534221274362,39.68260254833303
82.5,1.6488556129548464,39.33323248597045
83.0,2.0847887554293005,39.27171425234889
83.5,2.953938741876482,38.9048602145202
84.0,2.620450187586696,38.679407891919595
84.5,2.372852892766802,38.64281830120868
85.0,2.6283606269721425,38.57552620923454
85.5,1.8532860478184907,38.77754630385262
86.0,1.6720530372275275,38.66069484242623
86.5,1.9877287669163464,38.445633146846525
87.0,2.364524352268045,38.272454863223075
87.5,1.0251782467630837,38.262506909913654
88.0,0.8186779196890271,38.01754813052618
88.5,2.1122566436801953,37.176832513343875
89.0,3.369615947399173,36.50937823208147
89.5,3.389906939732169,36.22447421943926
90.0,3.268793973953509,36.353673170815256
90.5,3.4770919052583804,36.53229190517085
91.0,3.123734173609966,37.07235997978262
91.5,2.1294117402305863,38.06843864055291
92.0,1.9999178050078392,38.77751710010022
92.5,2.646197418304412,39.6459576018055
93.0,2.3405177779134445,40.2241881306662
93.5,1.4031645932900985,40.734249103899224
94.0,1.3877488627644663,41.165428491364246
94.5,1.9724986658362331,41.740607029834415
95.0,2.1129229026085676,41.81003708193495
95.5,2.480664475779027,41.56122517496768
96.0,1.278261318421661,41.4699945320112
96.5,1.4843192715975335,41.41156893622941
97.0,2.0276610118835268,40.60766207414032
97.5,1.069960269670611,40.02669535143887
98.0,1.2629704905354329,39.37937083621353
98.5,2.398099002370121,38.24730900668781
99.0,2.4450640673105974,37.34702060194643
99.5,1.3923346644131085,36.45706274274138
100.0,1.7812377464351177,35.58539776894878
100.5,2.9692969764551806,34.80943466692534
101.0,3.1259516214162364,33.9911189224431
101.5,1.9182041170323585,33.680625100150614
102.0,0.7656558145276934,32.99842632603795
102.5,0.4673706698187759,32.68671420511146
103.0,0.6681635580651966,31.748720838177135
103.5,1.2037485149935658,30.653120659121925
104.0,1.658078495568918,29.577222088813865
104.5,1.282071826514999,28.557857232941785
105.0,2.011717483368938,27.659682207384197
105.5,2.456245920557905,26.49749757608488
106.0,1.938704258712108,26.036473520945503
106.5,1.8005603209089311,25.522577432463542
107.0,2.703552228339427,25.263217351468175
107.5,2.878394589185693,25.464709509112495
108.0,2.2385877711724964,25.780954473075976
108.5,0.9840541133973492,26.42126708662976
109.0,1.5134452010443544,26.72080854739244
109.5,2.493187955573842,27.153416420456296
110.0,1.7747921798351975,27.86948253420304
110.5,1.5531087698332156,28.63854897718894
111.0,2.033233973640322,29.336859922329772
111.5,2.829179715349276,29.973387484399215
112.0,2.7965549073117044,31.129424977194557
112.5,2.3509331094753194,32.3558719327195
113.0,2.2598236481161837,33.942199219002326
113.5,1.3285573224367626,35.16123768559512
114.0,2.0188962358429405,35.96968429544898
114.5,1.8096523712548327,37.09014804718379
115.0,0.8514460244017535,37.8385156827865
115.5,0.9291959116070884,38.51668483173236
116.0,2.096426559651525,38.90257437361162
116.5,2.9750926765026824,39.22831170023978
117.0,2.9718153178183204,39.33352586486576
117.5,3.362825107520757,39.856581386443615
118.0,2.887174443642456,40.37974620388473
118.5,2.507561304235686,41.42982525846535
119.0,2.062660758872581,42.09886547856133
119.5,0.7331308797241922,42.76723125836034
120.0,1.2999770584351416,42.93499076480572
120.5,2.725708328767584,42.9640413401299
121.0,2.458756692408824,42.66852428148605
121.5,1.698305154395525,42.579851578542744
122.0,2.059239131730373,42.75059791585447
122.5,2.6362341053528904,41.9644432937829
123.0,2.9475010612186745,41.671363991422275
123.5,2.3576117098846487,41.817168993576075
124.0,1.7860438482617038,41.72239040714288
124.5,1.61929565957776,40.86142332107912
125.0,1.9343899550065664,40.45417182909405
125.5,2.6743694715537005,39.97489053836478
126.0,2.793108614693527,39.67004542935912
126.5,1.8622473188673487,38.96119770750338
127.0,1.192955311541266,38.6142913280812
127.5,1.5802281270189662,38.116160466771206
128.0,2.678110407877585,37.36366901393318
128.5,2.3203169628222,36.66356958039987
129.0,0.9058215836898472,36.137426454548525
129.5,1.0039397340454477,35.23790621421616
130.0,1.4753274025367995,34.44459328493882
130.5,1.6384593314196925,33.42968657487821
131.0,2.2345756384175055,32.49336534367849
131.5,1.358329619542792,31.493374874800804
132.0,1.6584104705991316,30.718226267542512
132.5,2.2471957632320914,29.934430755833485
133.0,1.27670166914408,29.10708614501089
133.5,0.9885835287619412,28.39949017587966
134.0,0.6703811343400036,27.532335080117704
134.5,0.4018367013167375,26.540529375477263
135.0,0.2058324518659917,25.268396427448135
135.5,0.3473509962951497,24.00746761367962
136.0,0.464137664008851,22.40917746356111
136.5,0.9078646756139388,21.049347093156424
137.0,2.065239427121873,19.41948568901419
137.5,2.2468958683577327,18.004382613147232
138.0,1.684450190764668,16.94701804810659
138.5,1.5830961416577105,16.248601444061407
139.0,2.316765761860231,16.12629827750785
139.5,3.160632185049977,15.992805516970533
140.0,2.436068138484036,16.50930098267379
140.5,0.9529578071841294,17.054505947085158
141.0,0.8000851350802366,18.236089141038224
141.5,0.9178652207845523,18.96379506717305
142.0,1.349285648690899,19.515718074028243
142.5,1.8538479412033324,20.38825094425096
143.0,1.315574115198845,21.383791396217912
143.5,0.869456255111961,22.269546524056217
144.0,1.4718665712734582,23.064130445328228
144.5,1.4550093236223984,23.92136270934088
145.0,1.5469029297809191,24.746740821192475
145.5,1.9250646437246095,25.66794642732177
146.0,1.7196652050163193,26.77249378758802
146.5,2.1714164742773217,27.265211921280883
147.0,1.78115229761413,28.63299281784228
147.5,2.9673043799417353,29.83080531369233
148.0,3.561094307840896,31.240455778148757
148.5,3.630434322140149,32.91362372308972
149.0,3.3047941197531605,34.83508826359414
149.5,3.0015278466638886,37.411064509787145
150.0,2.840384736618554,40.0067139434424
150.5,2.290484590073032,42.019961388715146
151.0,1.4831586129678511,44.558596340001856
151.5,1.899513815294676,46.30481655028675
152.0,2.4248311625118513,47.92175578007051
152.5,2.705919608545237,49.1685494714769
153.0,2.0170675432038028,50.43395795034833
153.5,1.9427101570496876,51.500376402698976
154.0,1.9516194997460288,51.919499640691384
154.5,1.1754339011768244,52.1877307433398
155.0,1.0951173608688067,51.74885423862097
155.5,1.605890370104686,50.80078669902915
156.0,1.4576786782133204,49.73571237559806
156.5,1.229798171454385,48.007442095162155
157.0,1.3914523715289306,46.1630007798392
157.5,1.4064422208525158,43.876188658155336
158.0,1.3974868642084015,41.58241969259509
158.5,1.8349861963499192,39.027701959901314
159.0,2.051601462730104,36.7861193117004
159.5,2.192608857987705,34.17580561721491
160.0,3.301786617745013,32.298725847557726
160.5,3.1025908529241573,30.47952413201251
161.0,2.076271661801362,29.348280410137583
161.5,1.7322883112231025,28.205963427731625
162.0,2.3738325411071184,27.39441195589088
162.5,2.900958346475416,26.57969060890374
163.0,2.8867079490331635,25.987154975957917
163.5,2.8080059961862895,26.2418787815502
164.0,2.438017621938787,26.4994796604273
164.5,2.094337808950087,27.20308399955878
165.0,1.925034550754496,28.207227171261327
165.5,2.029988367609854,28.92629679307449
166.0,1.7312983652408165,29.644947637664977
166.5,2.6565592392470148,30.524863833938777
167.0,2.4156988499872236,31.720553002026175
167.5,1.6135093485379288,32.719218377394206
168.0,1.587772349241729,33.86490366775488
168.5,1.4542064784408173,34.93352634646896
169.0,1.7436368078625109,35.833387106827715
169.5,1.732836902861702,36.444607840211816
170.0,2.245822521912265,36.67271538820693
170.5,2.0019269602323817,37.55906586726027
171.0,3.1152997023275586,38.08879883653876
171.5,2.983820256972813,38.84020761964997
172.0,2.758487161664021,39.8430654408627
172.5,3.0298492477113212,40.33176703396185
173.0,3.3217504204450865,41.57701457214667
173.5,2.86515072166465,42.91768066555386
174.0,1.914848327973531,43.84325364005159
174.5,1.627901258317751,45.21204324925486
175.0,1.3300808540768356,45.751954690794456
175.5,1.6159817376091024,46.13057145367372
176.0,1.41745029675288,45.95320819441284
176.5,2.0174094837383856,45.822524894869275
177.0,2.112868674801685,45.36447303633646
177.5,2.002396204739332,44.63775806902055
178.0,2.338162401092704,43.899972322114195
178.5,2.9031835690500514,43.14462693294257
179.0,2.7801171523494084,42.337926546922155
179.5,2.319145291714432,41.84630376623099
180.0,2.739589149155028,41.29497272105687
180.5,2.5261766895512014,40.8902240153751
181.0,1.0552190895951024,40.50144105198152
181.5,0.5474845021901059,39.52671599140276
182.0,1.047899449363049,38.57388196026971
182.5,1.921350597299078,37.48789002021326
183.0,2.1864203628200953,35.91535891290792
183.5,2.724300323986034,34.721054806060714
184.0,2.3282772948319126,33.87155381052758
184.5,2.2527349826496166,33.142627453056704
185.0,3.0500563031899444,32.40827921503285
185.5,2.5153871685107365,32.22436379672198
186.0,1.578981161659169,32.00027968596614
186.5,1.4005100109331592,31.8278917448514
187.0,1.1144708549760327,31.54128120399348
187.5,0.7477006239618735,31.369345318849827
188.0,1.5292094110629777,30.495984160152886
188.5,2.565640670876404,29.718452908444025
189.0,1.9604794721049668,29.799615591597014
189.5,2.02793995969101,29.307447156032428
190.0,2.46410851550636,29.273617490432397
190.5,2.741425313091237,29.531014693602003
191.0,3.286144245689684,29.563053124573724
191.5,2.842949027725066,30.34651363707386
192.0,2.0465442310907846,31.27837191981712
192.5,2.3335172579491834,32.42708843732111
193.0,3.186836680632321,33.73149921609278
193.5,3.26207553870208,35.12546459403143
194.0,2.691607902737084,36.699164601073456
194.5,1.9315062181606784,38.156316769332925
195.0,2.7061167433801603,39.62776882734189
195.5,2.033628412649685,41.463633642536195
196.0,1.4399699635927496,42.771738980440205
196.5,2.182268805466362,43.981569280080855
197.0,1.8383900263076391,44.902086809835254
197.5,1.056344884866788,45.45322158612163
198.0,1.9960785020961345,45.781125931058206
198.5,2.3552909487760916,45.744566357251784
199.0,1.7174394163328066,45.66980297367254
199.5,1.75644513948442,45.18465566403472
200.0,1.6077858178450108,44.690017619589085
200.5,2.02554048332261,43.96570162288521
201.0,3.0585160867189836,43.190353333250464
201.5,2.3734271322358667,42.281601587117585
202.0,1.9874020065144629,41.65587292726198
202.5,3.264599564561023,40.81292561518207
203.0,2.810190042187052,40.267139316641945
203.5,2.2314555219108954,39.95668758373221
204.0,2.166151289197495,39.20084564844189
204.5,1.9518474137126312,38.86779175209622
205.0,3.0166783957174013,38.42578711444931
205.5,2.7884471943565496,38.06390923490184
206.0,1.9988936799281696,38.145671827222586
206.5,1.7305944304197882,38.17909928626211
207.0,2.0478739734970635,37.82822201057126
207.5,0.9282260829032049,37.58929420279406
208.0,0.7965082253270508,37.15929425256881
208.5,1.363793470460296,36.38461457137697
209.0,1.9624008601595773,35.28130548826005
209.5,1.9696279060605983,34.544244056422336
210.0,2.867340522957255,33.56682370437796
210.5,2.016648675149388,32.84332051963453
211.0,0.6122062540741292,32.31774158238669
211.5,0.1934978052284051,31.43153008153143
212.0,0.8281227024721424,30.433239758853883
212.5,2.2149375086688665,29.306106023076897
213.0,2.325072112530489,28.4156479250442
213.5,2.0508792384468335,27.723405864542016
214.0,2.08887959643947,26.723216142274257
214.5,1.6213955695341462,26.49522399752756
215.0,2.8761527734681684,26.01155405178242
215.5,3.341881617204492,26.237982951981813
216.0,3.090148191771328,26.64353211559129
216.5,3.028052031624896,27.3022608455071
217.0,2.3400362542413378,28.822990536494665
217.5,0.9470246167037002,29.915297622652123
218.0,0.7074436259811926,31.02276665282172
218.5,0.9908796406246492,31.779713465363308
219.0,2.0105970634797825,32.45828159018205
219.5,2.6076390266928127,33.22413360441797
220.0,2.8193235620769004,33.91971094715141
220.5,2.4426438427895287,34.92015250691947
221.0,1.796017012728066,35.92175290795096
221.5,1.9634688334938049,36.96666926994621
222.0,1.2126707278040203,37.5727264612122
222.5,1.5955193888271173,38.02322349287832
223.0,2.809651205984397,38.79139518140568
223.5,3.2227408306957326,39.15957711614746
224.0,2.041397374237558,40.02337339908225
224.5,1.3418772577863591,40.53640282265519
225.0,1.4590524971906786,40.832750826777406
225.5,1.5146201887356514,41.00751633633701
226.0,2.7557836388650703,41.15115921211607
226.5,2.245612759201612,41.13313346271643
227.0,1.0221312691555484,40.788110411961526
227.5,0.6156868004424425,40.410416394928674
228.0,1.6037750030481437,39.789010151941795
228.5,2.6933137950719943,38.688196163782315
229.0,2.494445261341856,38.074808763785825
229.5,2.771009530167531,37.40431707995247
230.0,2.5484732993225165,36.98639268698952
230.5,1.86335899025196,36.49640826317174
231.0,1.844676802024824,36.047050274995534
231.5,2.486370440608313,35.6259515992449
232.0,1.9166381873412703,35.464203390802055
232.5,2.3142615728979217,35.296765464333276
233.0,2.6188319061532863,35.15613666814981
233.5,2.948514067147872,35.437144756816714
234.0,2.629413646954774,35.54798385880876
234.5,1.5798958376418777,35.61960110831039
235.0,1.7436028196798647,36.037259584874185
235.5,1.7430046653741038,36.10921089665208
236.0,1.4435900344174133,36.196319690268744
236.5,0.7606149442381699,36.159399890052846
237.0,0.7410087571599786,35.837052674531186
237.5,1.0374319174990272,35.06260048088156
238.0,1.319593414865034,34.385452557960875
238.5,1.8192601320046164,33.16647924922536
239.0,2.3098641381625353,32.402469422881005
239.5,2.233983876059114,31.96551796286534
240.0,1.8082062427063816,31.054918226193745
240.5,1.4490997180743892,30.64774143932466
241.0,1.4505841482654631,29.91293148050746
241.5,1.78276889288751,29.403282363276087
242.0,1.1059225450258594,28.78672227312108
242.5,0.8332994322190547,28.166974869234373
243.0,1.4876347539560622,27.38552833513894
243.5,1.519094431563976,26.841662489188938
244.0,1.4776456546897998,26.039784059133105
244.5,2.0469533000685285,25.66143293004859
245.0,2.3796132831543293,25.33202747360343
245.5,2.633631079219759,25.130268904747982
246.0,2.6178800177035746,25.248083412223153
246.5,2.2242088695231925,25.823540218634005
247.0,2.067510006753823,26.40532176895451
247.5,2.5596254836057977,27.388702226353285
248.0,2.1850725794169863,28.065245096785212
248.5,2.065502439613263,29.39123844610569
249.0,2.069528598701798,30.389054283219767
249.5,1.7982545978506488,31.6797387689341
250.0,2.2252282171890805,33.24270134723758
250.5,2.9286557724390296,34.44065466299852
251.0,3.433664741288672,35.673552352557515
251.5,3.149625485167746,37.252779089351726
252.0,2.3478416785666094,38.891538752794204
252.5,2.4493554937313995,40.97974298809369
253.0,2.4320006157557947,43.055740956320285
253.5,2.195603691747974,44.40154985795712
254.0,2.6139186821380034,45.70785376184751
254.5,1.7419347865894128,47.10471925422261
255.0,0.7458662268141184,47.77967220034144
255.5,1.2694880339407637,48.3424628872894
256.0,1.8832729287824237,48.36448137229011
256.5,0.9806406146414564,47.98617952300076
257.0,1.1065473237699084,47.31838081962814
257.5,1.0929893699507367,46.085091874895376
258.0,0.9681584808239504,44.58700572885714
258.5,1.6611219219557714,42.57548214253087
259.0,1.784169971184115,40.78686441905301
259.5,1.4917180527384657,38.82920157372016
260.0,2.8082209130735465,36.44666834502747
260.5,2.7434004216866397,34.62093188610365
261.0,1.5917951483063022,33.29981636027453
261.5,1.3659010657808617,31.56784584303112
262.0,1.546618837498185,30.22462985181288
262.5,1.075273388772643,28.480472870551548
263.0,2.0125996109299287,27.21837728352652
263.5,3.390071837660809,25.785401393326715
264.0,3.604862680809761,25.03887963078161
264.5,2.71102082739,24.98498331661041
265.0,2.0641907367147105,24.88945325099268
265.5,2.551468948126916,25.18031223699017
266.0,2.3994443763706337,25.854358592831392
266.5,2.0787040150219473,26.789773294014417
267.0,1.6878585399665615,27.476968761196687
267.5,0.7300604825464619,28.66692975734921
268.0,1.1332063139110862,29.248975635916352
268.5,1.425207650651607,30.034981092144772
269.0,0.8888148049589821,30.060725714472326
269.5,1.477619609660224,30.561371140494018
270.0,3.008092975485964,30.726861593726355
270.5,3.2427249442318486,31.365365967146595
271.0,2.8468137067699333,32.347336114998775
271.5,3.3679509192742767,33.3976105786729
272.0,2.8362632997741057,34.76285212508278
272.5,1.5496869909664008,36.266061606447046
273.0,1.611172949504539,37.66131380348195
273.5,1.2290827423962112,38.646290623591774
274.0,1.3427426796595137,39.715472101363744
274.5,2.1743688743655816,40.3228755649493
275.0,1.9339831479127476,40.78837687658032
275.5,1.5153961896836774,41.17025258049128
276.0,0.8848879869692243,41.25591928860622
276.5,1.581832460614445,41.26624721625348
277.0,2.0769020107425975,40.601692699578535
277.5,0.9578381897386916,40.05664274713766
278.0,0.9625163856166858,39.22042890485097
278.5,1.3406910709573088,38.140220533728815
279.0,1.9073095645648084,36.919685830353295
279.5,2.1332249992847045,35.765419654456736
280.0,1.5558247610551492,34.72060182281158
280.5,0.8478426869375707,33.579444813858494
281.0,1.6024315645395495,32.22255762668479
281.5,2.6589584867423057,30.834309967993235
282.0,2.6330860340760043,30.00835253823983
282.5,2.627150750636239,29.251513441177064
283.0,2.772057378629176,28.699712932293167
283.5,2.1665149109627637,28.485572693990097
284.0,1.1197083000768415,28.621840085179716
284.5,1.527042149417904,28.520273870660585
285.0,1.764280311314205,28.253285641656007
285.5,2.061249088072446,28.42191535610031
286.0,2.5938817418862894,28.59814993670115
286.5,2.4697243949326433,28.8116609904387
287.0,2.98996399127986,29.533311071605283
287.5,2.9091997456639973,30.20035480413505
288.0,2.735739926777563,31.67591342770795
288.5,3.0015968217105904,33.00136422450539
289.0,2.849698175079513,34.35727283703742
289.5,2.649761579645121,36.12417576503336
290.0,1.9074946993323547,37.51418714701891
290.5,1.9794336478541004,39.290339375989625
291.0,1.5984313798255951,40.84755400591126
291.5,1.0813582329450655,41.93263759842023
292.0,2.0243640944191283,42.998480010670214
292.5,2.9046396472375755,43.8333478823941
293.0,2.142718455678749,44.091298863527335
293.5,1.275763484112746,44.626155760338655
294.0,1.1323986803089328,44.91408569953047
294.5,0.6769824337310996,44.83832400670401
295.0,1.2858648374127994,43.808652172571534
295.5,2.486417588621184,43.0457798630367
296.0,1.8749285205655697,42.25307456495042
296.5,1.7228756801929328,40.75511761908348
297.0,1.5176131406831486,39.62105642688322
297.5,0.7610534638706916,38.39064135340596
298.0,1.4711330025644511,36.81456746217902
298.5,2.3764523502368715,35.349114400788025
299.0,2.9220343007728413,33.80915468644879
299.5,3.240871250636498,32.40595374677933
300.0,2.546486364907995,31.90184132148061
300.5,2.3918609641769017,31.230919343757424
301.0,3.0170527013282435,31.14748848704427
301.5,3.256236125585408,30.91934152846507
302.0,3.2762445710454315,31.296263242702477
302.5,3.478812710628337,32.18776520240225
303.0,3.3342310270119726,33.32589670464799
303.5,2.5574047980842667,34.67972505481813
304.0,1.7422398111292692,35.888116746140106
304.5,2.222940112327959,37.54534437638656
305.0,2.044310538908824,38.65831327463105
305.5,2.271541493428397,40.0311894798014
306.0,2.889620997034346,40.98575447896982
306.5,3.634578608992654,42.44507103525791
307.0,3.077228979485528,43.68025757718158
307.5,2.195012258931284,45.04415478893246
308.0,2.708684182159955,46.573663271686456
308.5,2.4747446882842787,47.675343990544434
309.0,1.43240169005755,48.53021209429877
309.5,0.6303795945054953,49.32683245436715
310.0,1.116902893237714,49.06895929756546
310.5,2.2265083864546127,48.661512237401865
311.0,2.646932652798464,48.02985735492064
311.5,2.9838972993463555,47.21332905102331
312.0,2.784911633374616,46.677257624424946
312.5,2.9277518573685644,45.91490193176315
313.0,2.46048695411589,45.33321674045991
313.5,2.1357665205027763,44.92388223239382
314.0,1.3861954054640435,43.875025981317634
314.5,2.2369051882601747,42.75385355760515
315.0,3.1049133752760767,42.27366307491351
315.5,3.441140626678701,41.59042001023733
316.0,2.441010654219268,40.65817482982891
316.5,1.1541345792691289,39.93393884925922
317.0,0.9750584856417048,39.38490996383157
317.5,0.4858440664048212,38.343584682027355
318.0,1.083236478713959,36.98851023084094
318.5,2.303941777847323,35.35114850769141
319.0,2.8096440850965414,34.159079921567326
319.5,3.1340775096215405,33.032401816796465
320.0,3.233866609857478,32.0258458350786
320.5,3.1107314648770084,31.92452070479235
321.0,2.307394138421436,32.039630162841036
321.5,0.9861022382845548,31.869589617205037
322.0,1.3487976444856788,31.747585495365616
322.5,2.4495221741347986,31.648886721815543
323.0,2.209335776312574,31.744183234635283
323.5,1.222264794894649,31.53708386009331
324.0,1.9678741952246883,31.79453709513759
324.5,1.783118583486163,31.762621515356905
325.0,1.014983884023932,32.059086978509534
325.5,1.974951062454648,31.71651178262979
326.0,2.9019105476755005,31.913165591917632
326.5,2.2820729618465414,31.75792107660141
327.0,2.014254654757828,32.28904905367997
327.5,2.4208252662775247,32.64638249776414
328.0,2.2853681112259014,32.99882162875077
328.5,2.4449155672933656,33.72548048483534
329.0,1.8968301990410277,34.53107976287891
329.5,1.983639643928708,35.0038664043103
330.0,1.5664089810678778,35.44847626635097
330.5,1.9204290261843744,36.16409297947508
331.0,2.289957650453273,36.50800923167197
331.5,1.0881776925180855,36.99686222882211
332.0,0.8028546906093142,37.216726584129674
332.5,1.630029063889677,36.918425099664184
333.0,2.649384915248809,36.7288488251353
333.5,3.3193520947501947,36.91910421641765
334.0,3.015948672341063,36.986908068145986
334.5,1.8267743167360864,37.10120515950204
335.0,1.331416653593822,37.81949028555323
335.5,1.2610539903418263,37.860253170520096
336.0,2.485239957169922,37.67092218297438
336.5,3.2635685632813667,37.595221655087315
337.0,2.8405305532430014,38.08237479505424
337.5,2.2614289594015182,38.38698733107414
338.0,2.3489047944834978,39.0285256283547
338.5,2.807753880821204,39.20016776307782
